name,width,height,result
371015012.png,355,413,1
370713151.png,400,504,0
370322022.png,441,551,1
371005011.png,117,109,1
330003071.png,458,570,1
320004401.png,484,619,1
320005563.png,508,687,0
350035352.png,528,682,1
370408081.png,325,421,1
360017091.png,247,329,1
350037282.png,203,277,0
371301111.png,426,512,0
360012421.png,419,504,1
340007034.png,413,531,1
320006322.png,324,472,0
370303032.png,441,551,1
370405081.png,259,329,1
330002801.png,390,543,1
350031353.png,411,524,0
330009181.png,416,517,0
370503152.png,253,337,0
340008211.png,482,634,0
320019112.png,142,188,0
370503061.png,258,343,1
370509061.png,401,482,0
370501191.png,661,787,1
340002023.png,432,544,0
320009241.png,360,536,1
310006091.png,360,479,1
370701752.png,339,391,0
320011112.png,236,330,1
360011332.png,268,363,0
330011151.png,500,621,0
370803142.png,478,590,1
370403222.png,438,563,1
360005391.png,508,669,1
340002103.png,418,531,0
370408131.png,403,528,1
350019211.png,207,268,1
371015062.png,344,408,0
320015141.png,237,300,0
371002033.png,636,886,1
320002271.png,341,471,1
350001081.png,532,693,1
370101092.png,354,481,0
370602141.png,265,317,1
350032453.png,203,277,0
330012072.png,428,531,0
370407021.png,71,90,1
360018021.png,452,590,1
340028051.png,427,541,1
370604031.png,249,314,0
370614171.png,367,461,1
350009101.png,207,268,1
370610061.png,259,310,0
370701613.png,372,428,0
370708102.png,389,440,1
320001541.png,92,110,1
360002151.png,544,734,0
370313142.png,441,551,1
370201152.png,412,569,1
370406142.png,111,147,1
360012053.png,500,688,1
370513131.png,252,346,0
370714052.png,260,319,0
370607051.png,232,279,1
360026081.png,471,591,1
370503211.png,267,355,1
370910021.png,415,488,0
320001103.png,92,122,1
310010141.png,331,449,1
320001831.png,87,122,1
320026101.png,214,273,0
370611012.png,235,286,1
320002341.png,330,455,1
320012191.png,390,394,1
370618041.png,282,351,1
370322121.png,441,551,1
360001011.png,268,363,0
320010052.png,234,334,0
320027132.png,236,304,1
370701612.png,417,482,1
370602092.png,265,320,0
370308131.png,441,551,1
320002491.png,341,471,1
370714113.png,261,319,0
370601072.png,252,313,1
330010141.png,372,504,1
370507141.png,579,768,0
350032242.png,203,277,0
360009331.png,268,363,1
320022051.png,236,304,1
370403121.png,413,535,0
370601131.png,249,330,1
370617012.png,534,646,0
370601091.png,246,338,1
330001192.png,261,319,0
360016031.png,106,130,1
360019073.png,770,1008,0
360011023.png,268,363,0
320009082.png,365,540,1
320025063.png,112,139,0
340002171.png,412,524,0
340003022.png,420,591,0
320013181.png,354,496,1
370721071.png,177,248,1
360005052.png,749,954,0
370717022.png,424,549,1
340008202.png,482,634,0
360022101.png,413,557,1
370404073.png,69,99,0
350032051.png,203,277,1
320021011.png,236,324,1
370315021.png,441,551,0
370301332.png,464,668,0
371402291.png,318,441,1
360001052.png,268,363,0
370101101.png,354,477,1
370502062.png,316,395,0
370409132.png,219,301,0
371206161.png,260,302,0
330001701.png,261,297,0
370714142.png,261,320,0
310004252.png,400,536,0
371401231.png,319,423,1
340012181.png,531,709,1
310005312.png,343,457,0
350025062.png,160,254,0
370711181.png,346,391,1
360021112.png,355,402,1
320021121.png,236,319,0
360011231.png,268,363,1
370313122.png,441,551,1
360012091.png,483,665,1
360017112.png,248,329,0
320013251.png,354,496,1
350024033.png,160,234,0
360028101.png,461,605,1
330001621.png,261,314,1
360029152.png,435,592,1
360010031.png,481,617,0
340005301.png,543,690,0
350012121.png,522,697,1
370312101.png,441,551,1
371302383.png,468,543,0
320010141.png,234,302,1
330002082.png,382,537,1
370501311.png,661,787,0
320005281.png,298,358,0
380104011.png,390,556,1
340003172.png,429,591,0
370609202.png,235,284,1
370612211.png,500,604,0
350002103.png,207,268,0
370403053.png,414,576,0
320011082.png,236,330,0
320011361.png,236,330,1
310001251.png,464,610,0
350007272.png,203,277,1
371302182.png,392,471,0
350014121.png,572,723,0
370502201.png,316,395,1
360005591.png,756,1003,1
310009163.png,354,472,1
350023102.png,160,243,0
340027383.png,472,591,1
370303061.png,441,551,1
370603041.png,548,665,0
320002221.png,375,514,1
320002031.png,371,507,0
330001141.png,261,319,1
350028031.png,203,277,1
330008192.png,467,580,1
370515092.png,283,405,0
370101022.png,354,489,0
370308062.png,441,551,1
360013112.png,465,596,0
370902021.png,284,360,0
360015022.png,266,373,1
360011021.png,268,363,1
310009193.png,354,472,1
350002041.png,207,268,0
330010012.png,348,554,1
320021071.png,236,301,1
370714081.png,445,547,1
350008061.png,226,300,1
371302232.png,385,463,0
310003381.png,371,495,0
330002022.png,412,575,0
320010171.png,234,301,1
330009062.png,487,620,1
320009242.png,362,537,0
320020021.png,446,614,1
370317122.png,423,551,1
371001061.png,357,392,0
360027052.png,436,592,0
350017052.png,275,365,1
370402062.png,450,548,0
360011322.png,268,363,1
360008672.png,268,363,1
320011351.png,236,330,0
350005171.png,451,524,1
310002261.png,441,551,1
320024011.png,414,483,0
320004551.png,492,662,1
370401322.png,413,551,0
350023051.png,186,292,1
340008151.png,482,634,1
350032162.png,203,277,1
370903111.png,414,461,1
340023062.png,445,557,0
350010083.png,207,268,0
371009032.png,654,828,0
370803081.png,479,589,0
340004231.png,409,515,0
320001461.png,90,122,1
371402342.png,323,436,0
310004071.png,273,368,0
360004181.png,508,691,0
370701291.png,397,459,1
360003191.png,82,95,1
330008402.png,443,551,0
330002241.png,399,563,1
370718063.png,360,483,0
320006201.png,337,506,1
350026052.png,160,236,0
371401255.png,326,423,0
370712021.png,275,330,1
370705252.png,365,434,0
370313063.png,441,551,0
370409112.png,222,300,0
360016051.png,122,140,0
320003353.png,427,593,0
350013092.png,253,341,0
370412111.png,391,523,0
370723091.png,384,482,1
370702171.png,396,499,0
370411191.png,200,300,1
330008311.png,505,627,1
360001171.png,268,363,0
350035261.png,495,664,1
350033292.png,203,277,0
350007142.png,203,277,0
370612082.png,538,662,0
340006102.png,413,531,0
3200021091.png,387,530,1
370613141.png,248,285,1
310005041.png,405,540,0
320011321.png,236,330,0
350028182.png,203,278,0
360005651.png,740,983,1
370701031.png,411,475,1
330003102.png,476,591,1
360014212.png,508,674,1
340025071.png,361,462,0
370711161.png,377,426,1
370317181.png,451,551,1
310008042.png,331,449,1
370912063.png,112,142,1
370613221.png,259,317,1
370310202.png,390,543,0
330010431.png,390,557,0
310003272.png,360,480,0
370402052.png,427,540,0
310003422.png,357,475,1
370105142.png,439,583,0
371402251.png,341,448,0
360017081.png,248,328,1
320013191.png,354,496,0
340004142.png,412,519,1
340020061.png,337,552,0
350018171.png,203,278,0
371206201.png,260,302,1
370701621.png,412,476,0
320002591.png,366,506,0
370301701.png,458,658,0
320018081.png,376,469,1
370805182.png,695,978,0
320006351.png,330,481,0
370707022.png,412,465,0
370310021.png,390,543,0
370723041.png,403,503,1
350037091.png,203,277,1
370517142.png,451,638,0
370502033.png,316,395,0
340025032.png,292,392,0
330009302.png,370,459,0
340010142.png,307,387,1
320001121.png,95,122,1
370810152.png,496,690,0
360013211.png,486,621,0
310011341.png,339,457,1
370320071.png,441,551,1
350033091.png,203,277,1
310010192.png,331,449,1
330002122.png,395,559,0
371301181.png,445,535,1
340009142.png,236,330,0
371006062.png,89,93,0
370901401.png,417,505,0
320012251.png,401,405,1
370411032.png,212,284,0
350031291.png,408,521,1
310004051.png,372,509,1
320001811.png,99,119,1
340008333.png,482,634,0
320002631.png,317,437,1
370702081.png,379,477,1
370911062.png,287,364,1
310012082.png,423,521,1
370201081.png,419,609,1
370407122.png,70,90,0
320007331.png,237,319,0
330003161.png,476,591,1
370601062.png,251,317,1
350037072.png,203,277,0
360009244.png,268,363,0
370504042.png,377,521,0
350032042.png,203,278,0
370706011.png,371,468,1
370406181.png,85,107,1
360014161.png,508,715,1
350031161.png,399,514,0
370713112.png,392,491,1
350007081.png,203,278,0
371015042.png,321,401,1
371302432.png,453,547,0
320005181.png,482,687,1
370808072.png,430,602,0
340010173.png,299,393,1
370717141.png,281,356,1
360011282.png,268,363,1
360006082.png,268,363,0
370901241.png,412,485,1
330002761.png,390,556,1
350037252.png,203,277,0
350032361.png,203,277,1
350020091.png,207,268,1
370804161.png,690,970,1
320011501.png,236,330,1
370101102.png,354,475,0
370513011.png,252,346,0
370601031.png,247,324,0
320001071.png,90,122,1
360025093.png,268,363,0
350031352.png,413,537,1
370807081.png,679,786,1
370516062.png,252,346,0
350005081.png,487,561,0
310003142.png,383,507,1
370321021.png,91,114,1
360003072.png,84,100,0
320002901.png,360,496,1
330002581.png,379,526,0
360002042.png,588,766,1
330004071.png,431,535,0
350035322.png,500,670,0
320019031.png,142,193,1
371301321.png,478,575,1
370303181.png,441,551,0
370404152.png,69,96,0
310012201.png,411,552,0
370310111.png,390,543,1
350009112.png,207,268,0
370110022.png,271,378,1
360012322.png,418,532,0
370504152.png,509,664,1
320009191.png,334,502,1
310011431.png,340,458,1
370510101.png,461,650,0
370201141.png,391,577,1
370705081.png,410,489,1
370601121.png,248,324,1
370310252.png,390,543,0
360011262.png,268,363,1
340022111.png,259,346,0
370803171.png,479,589,1
370503252.png,252,334,0
370323011.png,346,494,1
320006301.png,338,493,0
350015161.png,531,683,0
320006151.png,336,489,1
350027152.png,203,277,1
380201082.png,338,444,0
330008391.png,419,520,1
370506011.png,249,342,0
330003141.png,463,575,1
310010225.png,331,449,0
330002401.png,395,557,1
370404232.png,70,94,1
340015161.png,550,696,1
340011132.png,579,743,1
370404242.png,69,91,0
3200011121.png,97,116,1
370401231.png,413,551,1
330010121.png,342,425,0
330001291.png,261,319,1
371004031.png,332,445,1
310012301.png,402,533,1
320003541.png,427,593,1
340006281.png,413,531,1
360015141.png,269,364,1
360001082.png,268,363,1
370807142.png,804,946,0
320003521.png,427,592,1
370402193.png,397,536,0
370312042.png,441,551,1
340005021.png,561,765,1
360006121.png,268,363,0
370702162.png,421,531,1
370513111.png,252,346,0
371201202.png,260,302,1
320001552.png,92,117,0
370713141.png,421,528,1
370710073.png,314,355,0
371302411.png,444,547,0
310002062.png,441,551,1
370801361.png,401,498,1
350032452.png,203,278,0
320002021.png,371,513,1
370317162.png,441,551,1
370811032.png,752,1012,0
370701552.png,391,451,1
350004081.png,741,1006,0
350002082.png,207,268,1
370801353.png,410,536,1
310002292.png,437,546,1
330002231.png,374,523,1
370705253.png,367,436,1
350029102.png,203,277,1
370320231.png,441,551,1
320003881.png,427,593,1
330002601.png,404,574,0
320001653.png,90,119,1
370701082.png,384,444,0
370401101.png,413,551,1
320001091.png,101,120,1
370702061.png,370,465,0
360005211.png,508,682,1
370807122.png,611,883,0
350010021.png,207,268,1
370714032.png,260,319,0
370402273.png,408,519,0
370721042.png,181,223,0
320010221.png,234,294,1
320003131.png,427,593,0
371008052.png,720,904,1
340027301.png,591,709,1
330012181.png,420,522,1
370109071.png,354,501,1
360012042.png,520,715,1
330004401.png,399,497,1
310003341.png,361,476,1
370808241.png,396,642,1
350032351.png,203,277,1
360008121.png,268,363,1
370311141.png,441,551,1
371005051.png,115,109,0
320004121.png,479,645,1
330011122.png,457,568,1
340018151.png,446,579,1
360028032.png,434,591,0
320001531.png,94,118,0
370612153.png,540,659,0
360035042.png,331,466,0
370802172.png,455,554,0
371301361.png,374,449,1
360012222.png,475,653,0
310008242.png,331,449,1
320005722.png,322,375,1
370615181.png,254,308,1
330008241.png,467,580,0
370801371.png,409,511,0
320005111.png,306,414,0
310012423.png,402,536,0
350007172.png,203,277,1
340010151.png,363,466,1
370801343.png,410,499,0
320015132.png,234,298,1
350035471.png,514,684,1
330011021.png,449,558,1
370810093.png,500,700,0
371005072.png,113,106,0
370504252.png,509,669,0
310012111.png,379,529,1
320006211.png,345,503,0
340002092.png,398,506,1
370909061.png,371,415,0
320005071.png,315,370,0
340007251.png,413,531,1
360009245.png,268,363,1
310004161.png,297,407,1
310002271.png,441,551,1
371004111.png,371,473,1
371202192.png,422,482,0
340009082.png,236,330,1
360008621.png,268,363,1
370401332.png,413,551,1
370313042.png,441,551,0
370605263.png,463,551,1
370605042.png,540,657,0
370301251.png,472,677,1
370201091.png,391,587,0
370614182.png,365,458,1
360004303.png,521,690,0
370906051.png,221,299,1
310001111.png,430,571,1
370604153.png,248,335,0
370805121.png,787,925,1
370302203.png,441,551,0
370218022.png,457,709,0
370101212.png,354,469,0
370218062.png,457,709,0
370310053.png,390,543,0
371303211.png,446,536,1
350019111.png,207,268,0
370904012.png,343,392,1
350028112.png,203,278,0
370320242.png,441,551,0
350005123.png,493,560,0
310009201.png,354,472,0
310011272.png,340,457,0
340019052.png,313,514,0
320014081.png,236,330,0
320002361.png,371,507,1
350032121.png,203,277,1
371204271.png,260,302,1
340003111.png,422,591,1
310001291.png,439,584,1
371001251.png,358,392,1
370303202.png,441,551,0
370803041.png,495,593,1
330003241.png,417,517,1
340005273.png,197,296,1
360003231.png,80,102,0
370713171.png,345,433,1
370316033.png,441,551,0
310012032.png,399,550,1
350037312.png,203,277,1
370715051.png,276,347,0
320010021.png,234,326,1
370512133.png,302,422,0
360012383.png,495,682,0
330002021.png,393,558,1
370507021.png,579,768,1
340024033.png,591,709,1
350034281.png,508,684,0
370305021.png,441,551,1
370606021.png,244,298,1
370913013.png,342,430,0
370723081.png,373,469,1
371201163.png,260,302,0
350014051.png,537,686,0
340015081.png,537,768,0
320016011.png,236,317,1
370701352.png,361,417,1
360005231.png,508,682,1
340005111.png,598,783,1
370319011.png,91,114,0
350012171.png,518,708,1
310003321.png,418,546,1
330002782.png,399,561,0
371007071.png,350,450,0
350005012.png,480,560,1
370411151.png,200,300,1
310004331.png,340,465,0
371301501.png,368,442,1
350034121.png,540,670,0
320026111.png,214,273,1
340025041.png,368,456,0
370804162.png,638,864,0
371003011.png,350,450,0
370805122.png,774,905,0
320025104.png,96,119,0
371301481.png,400,482,1
320003282.png,427,593,1
371301461.png,411,494,1
310002391.png,437,551,1
370701492.png,426,492,1
371001082.png,355,391,1
370403103.png,450,659,0
350037151.png,203,277,1
370810052.png,500,600,0
310007161.png,361,481,0
320016171.png,236,331,1
350002142.png,207,268,0
340005311.png,508,714,0
371204131.png,260,302,1
310005071.png,402,535,0
310012241.png,389,517,0
320005811.png,508,687,1
360021051.png,384,440,1
330001461.png,260,319,1
370905011.png,259,310,0
370502031.png,316,395,1
350001101.png,539,700,1
330002772.png,401,579,1
371303092.png,435,522,1
370408072.png,390,412,0
370502211.png,308,395,1
320005635.png,298,358,0
370511012.png,312,450,0
350013021.png,234,313,1
370809072.png,744,742,1
360028071.png,677,891,1
310004061.png,331,449,1
360011141.png,268,363,1
370305081.png,441,551,0
350033242.png,203,277,1
310006112.png,331,440,1
310003282.png,381,519,0
330008421.png,454,564,1
370806071.png,804,909,1
360015081.png,273,319,1
370722071.png,298,390,1
370801271.png,376,492,1
370105171.png,395,525,0
330001361.png,260,319,0
360001053.png,268,363,0
371008062.png,731,968,1
310010261.png,331,449,1
350037351.png,203,277,1
370314031.png,275,314,1
320007411.png,237,320,1
370617011.png,536,649,1
360012154.png,474,653,0
360006011.png,268,363,1
370306142.png,441,551,0
320005152.png,460,687,0
3200011171.png,87,120,1
370503192.png,251,341,0
370411022.png,210,284,0
370701403.png,377,435,0
320015061.png,237,301,1
370314212.png,275,314,1
310007011.png,415,552,1
350014031.png,531,704,1
350003073.png,771,997,0
370314022.png,275,314,0
370603101.png,549,676,1
340010212.png,371,468,0
350020114.png,207,268,0
370808051.png,416,659,0
310002243.png,441,551,1
320001932.png,92,122,1
370401221.png,413,551,1
350015191.png,573,723,0
370711084.png,344,389,0
370317021.png,441,551,1
350018042.png,203,277,0
320004532.png,498,651,1
320005272.png,508,687,1
370411062.png,200,300,0
320003562.png,427,593,1
320002251.png,341,471,1
320007122.png,237,319,0
360003391.png,77,106,1
370602252.png,238,285,1
370406111.png,101,134,1
380104053.png,390,554,1
340004041.png,396,499,0
370402211.png,401,533,1
370701782.png,362,418,1
360030133.png,404,537,0
350012081.png,530,664,1
340005072.png,530,733,0
360004171.png,732,1017,1
320002552.png,369,505,0
310004144.png,331,449,0
370310031.png,390,543,1
360012271.png,413,535,0
340023081.png,434,543,0
350032111.png,203,278,0
371014051.png,374,466,1
360006291.png,268,363,0
370511121.png,318,455,1
371401221.png,323,451,1
370324031.png,441,551,1
330003052.png,513,646,0
350010121.png,207,268,1
360019072.png,739,912,1
370501131.png,661,787,0
370728041.png,370,418,0
360005351.png,508,678,1
370801051.png,407,525,1
330001712.png,261,308,0
380101052.png,390,592,0
360006152.png,268,363,0
350034333.png,511,670,0
360005812.png,508,660,1
320006321.png,324,447,1
370413152.png,413,551,1
370725031.png,231,313,0
340025052.png,362,479,0
370401061.png,413,551,1
370711191.png,330,372,0
340008201.png,482,634,1
340024011.png,591,709,0
360038022.png,826,1001,1
310001312.png,439,530,1
340026031.png,205,268,0
370711142.png,388,438,0
330008011.png,413,513,1
370105193.png,416,552,1
370601111.png,246,337,0
360002381.png,415,573,1
370714021.png,261,319,0
320007181.png,236,319,1
370803202.png,478,586,0
340003011.png,442,591,1
310011201.png,340,457,1
360009281.png,268,363,1
370701591.png,350,404,1
